PROJECT_TITLE,ABSTRACT_TEXT,CORE_PROJECT_NUM,PI_NAMEs,ORG_NAME,FISCAL_YEAR,SOURCE,EXP_HEAVY_METALS,EXP_AIR_POLLUTION,EXP_PFAS,EXP_PESTICIDES,EXP_PHTHALATES_BPA,EXP_SOLVENTS,EXP_PAHS_DIOXINS_PCBS,EXP_FLAME_RETARDANTS,EXP_MICROPLASTICS,EXP_NITRATES,MECH_NEURODEGENERATION,MECH_INFLAMMATION,MECH_OXIDATIVE_MITOCHONDRIAL,MECH_ENDOCRINE,MECH_MICROBIOME,MECH_IMMUNE_DYSFUNCTION,MECH_DNA_DAMAGE,MECH_EPIGENETIC,MECH_RECEPTOR_SIGNALING,MECH_SENESCENCE_CELL_DEATH,MECH_BARRIER_DISRUPTION,ORGAN_BRAIN_NERVOUS,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_CARDIOVASCULAR,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_SKIN,ORGAN_ENDOCRINE,TYPE_MECHANISTIC,TYPE_TOXICITY_SCREENING,TYPE_BIOMARKER,TYPE_RISK_ASSESSMENT,TYPE_INTERVENTION,TYPE_METHODS,TYPE_CONFERENCE,TYPE_CENTER_CORE,ADMINISTERING_IC,STAGE_EXPOSURE_CHAR,STAGE_TOXICITY,STAGE_MECHANISM,STAGE_HEALTH_OUTCOME,STAGE_INTERVENTION,PARTICLE_MICRO,PARTICLE_NANO,PARTICLE_FIBER,PARTICLE_ADDITIVE,MODEL_INVITRO,MODEL_RODENT,MODEL_ZEBRAFISH,MODEL_OTHER_ANIMAL,MODEL_HUMAN,MODEL_ENVIRONMENTAL,END_UPTAKE,END_INFLAMMATION,END_OXIDATIVE,END_GUT_MICROBIOME,END_REPRODUCTIVE,END_CARDIOVASCULAR,END_RESPIRATORY,END_NEURO,END_IMMUNE,END_GENOTOXIC,LLM_MECH_OXIDATIVE,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR,LLM_MECH_CELL_DEATH,LLM_OTHER_MECHANISMS,LLM_MECH_METABOLIC,doi,pub_date,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE,FIRST_LAST_AUTHOR_ORG,LLM_HUMAN_HEALTH_RELEVANT,LLM_CONFIDENCE,LLM_STUDY_DETECTION,LLM_STUDY_EXPOSURE_ASSESSMENT,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_RECEPTOR_SIGNALING,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL
Construction of an MRCUT1 Cutinase-Expressing  Saccharomyces boulardii  Probiotic Yeast Strain Capable of Degrading Polyethylene Terephthalate (PET) Microplastics,"Excessive use of plastics has led to an unprecedented global accumulation of plastic waste, particularly of the polyethylene terephthalate (PET) polymer, resulting in severe environmental and health challenges due to the proliferation of microplastic particles. To respond to this environmental challenge, especially in the Philippines, where single-use plastic sachet pollution is rampant, we genetically engineered  Saccharomyces boulardii  yeast cells to express and secrete the cutinase enzyme (MRCUT1) derived from the fungus  Moniliophthora roreri . Our results suggest that our engineered yeast can degrade pre-weighed PET fragments over a twenty-one-day period  in vitro,  with significant measurable weight reductions observed within the first week of incubation. Statistical analysis (One-way ANOVA,  p  = 0.0112) confirmed that our MRCUT1 engineered strain degraded PET at a significantly higher rate than non-engineered control cells. To the best of our knowledge, this is the first time that a cutinase capable of PET degradation has been successfully expressed in and secreted by yeast. It also opens up the possibility that our MRCUT1-expressing probiotic could be used prophylactically to mitigate the microplastic bioaccumulation in the gastrointestinal tracts of common food fish like the rabbitfish ( Siganus fuscescens ) and the milkfish ( Chanos chanos ), both of which are popular aquaculture fish in the Philippines.",bio_256ecd257338,"Luisa Marie S. Jingco, Albert Derrick R. Recio, Addie Franchesca D. Manrique, Daniel Jericho H. Dungo, Paul Cedric Bernardo, Gabriel Mendoza, Raphael Willard Mosquito, Lexi Caitlin Murillo, Joe Anthony H. Manzano, O.P. Nicanor Austriaco *","Department of Biological Sciences, College of Science, University of Santo Tomas , España Blvd., Manila 1015,  Philippines",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2025.07.16.665244,2025-07-16,0,0,"Department of Biological Sciences, College of Science, University of Santo Tomas , España Blvd., Manila 1015,  Philippines",0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Circulating Microplastics as Acute Triggers of Platelet Activation and Coagulation: Implications for Cardiovascular Risk,"Microplastics and nanoplastics (MPs/NPs) have recently been detected in human blood and vascular tissues, yet their direct effects on thrombosis remain poorly defined. Given the central role of platelets in atherothrombotic disease, understanding how circulating NPs exposure influences platelet function is critical for cardiovascular health. Washed platelets and citrated whole blood from healthy volunteers were exposed to fluorescent carboxylated polystyrene nanoplastics (PS-NPs; 100 nm). PS-NPs association, internalization, and activation were quantified by flow cytometry (side scatter, forward scatter, PS-NPs fluorescence, and CD63). Fluorescence microscopy visualized the PS-NPs uptake kinetics. A whole-blood coagulation assay assessed PS-NPs-induced clot formation under varying Ca²⁺ concentrations. PS-NPs rapidly associated with human platelets in a concentration and time-dependent manner, with near-maximal internalization achieved within 10 minutes. PS-NPs uptake induced marked structural remodeling (increased FSC/SSC), pseudopod formation, and concentration-dependent CD63 externalization, indicative of robust platelet activation comparable to that induced by thrombin stimulation. PS-NPs association remained non-saturable across tested doses (0.3–20 μg), suggesting high-capacity, non-specific uptake mechanisms. In whole blood, PS-NPs induced dense fibrin clot formation exclusively under Ca²-permissive conditions, and PS-NPs were incorporated into fibrin networks, consistent with their role as catalytic pro-coagulant surfaces. Supernatant fluorescence confirmed PS-NPs sequestration into clots. PS-NPs rapidly bind and activate human platelets, promote pro-coagulant platelet phenotypes, and integrate into fibrin-rich thrombi. These findings provide mechanistic evidence that circulating MPs may function as previously unrecognized environmental cardiovascular risk factors capable of acutely enhancing thrombotic potential. Defining exposure thresholds and  in vivo  re",bio_db1aa3426c42,"A. Trostchansky *, M. Alarcón *","Department of Clinical Biochemistry and Immunohematology, Faculty of Health Sciences, Universidad de Talca , 2 Norte 685, Talca,  Chile",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.64898/2025.12.05.692697,2025-12-05,1,0,"Departamento de Bioquímica and Center for Free Radical and BiomedicalResearch (CEINBIO), Facultad de Medicina, Universidad de la República , Montevideo 11800,  Uruguay",1.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
"Accelerated plastic aging in suspension (APAS): A simple, reproducible approach for the generation of model micro- and nanoplastics through simulated environmental forces","The environmental fragmentation of plastic waste leads to the formation of micro- and nanoplastics (MNPs), which pose serious ecological and human health concerns. Despite increasing interest in their biological effects, many studies rely on artificial, uniform particles that fail to mimic the diverse physical and chemical characteristics of real-world MNPs. To address this limitation, we developed the Accelerated Plastic Aging in Suspension (APAS) system—a scalable, reproducible method that mimics natural aging processes by combining ultraviolet (UV) radiation, thermal stress, and mechanical shear to generate environmentally relevant MNPs from commonly used polymers. We used APAS to fragment polyethylene terephthalate (PET), polyamide 6 (Nylon), and polyacrylonitrile (PAN), and observed time-dependent degradation, including the spontaneous formation of nanoplastics (<100 nm). Flow cytometry revealed substantial increases in particle number and reductions in average particle size over 12 weeks. Imaging flow cytometry confirmed consistent generation of heterogeneous, irregular particles across replicate batches. High-resolution imaging via AFM, TEM, and SEM confirmed the presence of nanoplastics with textured and irregular morphologies. Chemical characterization showed APAS aging altered particle surface charge and induced polymer-specific changes in autofluorescence and Raman spectral profiles, consistent with oxidative surface modifications. Laser Direct Infrared (LDIR) imaging further confirmed structural and chemical changes in polymer spectra post-aging. Functionally, under physiologically relevant shear flow conditions, endothelial cells internalized APAS-generated PET MNPs at significantly higher levels than polystyrene (PS) beads of similar size. Uptake was enhanced particularly under oscillatory flow, highlighting the influence of particle physicochemical properties on cellular interactions. Together, these findings demonstrate the ability of the APAS system",bio_cb9bce81781f,"Patrick M. Lelliott *, Matthew Lindley, Mark Vidallon, Alison Hobro, Amber Delmas Eliason, Santiago Moreno-Caceres, Subharthe Samandra, Thomas Harrison, Rebecca Harper, Sylvain Trépout, Stephanie Devineau, Brad Clarke, Nicholas I Smith, Xiaowei Wang, David P. Marciano, Alexander R. Pinto *","Baker Heart and Diabetes Research Institute , Melbourne,  Australia",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2025.04.09.647903,2025-04-09,1,0,"Baker Heart and Diabetes Research Institute , Melbourne,  Australia",1.0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
The Role of C-to-U RNA Editing in Human Biodiversity,"Intra-organism biodiversity is thought to arise from epigenetic modification of our constituent genes and post-translational modifications after mRNA is translated into proteins. We have found that post-transcriptional modification, also known as RNA editing, is also responsible for a significant amount of our biodiversity, substantively expanding this story. The APOBEC (apolipoprotein B mRNA editing catalytic polypeptide-like) family RNA editing enzymes APOBEC3A and APOBEC3G catalyze the deamination of cytosines to uracils (C>U) in specific stem-loop structures. 1 , 2  We used RNAsee (RNA site editing evaluation), a tool developed to predict the locations of APOBEC3A/G RNA editing sites, to determine whether known single nucleotide polymorphisms (SNPs) in DNA could be replicated in RNA via RNA editing. About 4.5% of non-synonymous SNPs which result in C>U changes in RNA, and about 5.4% of such SNPs labelled as pathogenic, were identified as probable sites for APOBEC3A/G editing. This suggests that the variant proteins created by these DNA mutations may also be created by transient RNA editing, with the potential to affect human health. Those SNPs identified as potential APOBEC3A/G-mediated RNA editing sites were disproportionately associated with cardiovascular diseases, digestive system diseases, and musculoskeletal diseases. Future work should focus on common sites of RNA editing, any variant proteins created by these RNA editing sites, and the effects of these variants on protein diversity and human health. Classically, our biodiversity is thought to come from our constitutive genetics, epigenetic phenomenon, transcriptional differences, and post-translational modification of proteins. Here, we have shown evidence that RNA editing, often stimulated by environmental factors, could account for a significant degree of the protein biodiversity leading to human disease. In an era where worries about our changing environment are ever increasing, from the warming of ou",bio_d9395a756bf8,"Melissa Van Norden, Zackary Falls, Sapan Mandloi, Brahm Segal, Bora Baysal, Ram Samudrala, Peter L. Elkin *","a Department of Biomedical Informatics, University at Buffalo , Buffalo, NY,  USA",2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2023.07.31.550344,2023-07-31,1,0,,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Influence of geography, seasonality and experimental selection on  Chironomus riparius  recombination rates","Understanding recombination rates is crucial in evolutionary biology, as recombination shapes genetic diversity, natural selection, and adaptation. We investigated recombination rate variation in  Chironomus riparius  across different latitudes, seasons, and experimental treatments using Pool-seq data from five studies and the ReLERNN neural network-based method. We examined its relationship with genetic diversity, GC content, and F ST , assessing causality through structural equation modeling. In natural populations, recombination rates showed no clear latitudinal pattern, likely due to interactions between climate-driven selection and regional environmental heterogeneity. However, seasonal variation was evident, with higher recombination rates in autumn than winter, possibly due to temperature-induced plasticity or seasonal bottlenecks. A cold snap in March 2018 triggered a sharp recombination increase, potentially suggesting a stress-induced adaptive response. In experimental populations, thermal regimes had no direct effect on recombination, but adaptation to lab conditions was significant. Environmental stressors produced distinct responses: microplastic exposure reduced recombination genome-wide, likely due to stress-induced DNA repair prioritizing genome integrity, while cadmium exposure generally suppressed recombination. Our findings reveal recombination as a highly dynamic process influenced by environment, selection, and genetic background, underscoring the importance of the context in shaping genomic architecture under both natural and experimental conditions.",bio_8d0483a86ef1,"María Esther Nieto-Blázquez *, Cosima Caliendo, Laura C. Pettrich, Ann-Marie Waldvogel, Markus Pfenninger","Department of Molecular Ecology, Senckenberg Biodiversity and Climate Research Centre , Frankfurt am Main,  Germany",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,10.1101/2025.06.04.657814,2025-06-04,0,0,"Department of Molecular Ecology, Senckenberg Biodiversity and Climate Research Centre , Frankfurt am Main,  Germany",1.0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Co-exposure to Polyethylene Fiber and  Salmonella enterica  Typhimurium Alters Microbiome and Metabolome of  in vitro  Chicken Cecal Mesocosms,"Humans and animals encounter a summation of exposures during their lifetime (the exposome). In recent years, the scope of the exposome has begun to include microplastics. Microplastics (MPs) have increasingly been found in locations where there could be an interaction with  Salmonella enterica  Typhimurium, one of the commonly isolated serovars from processed chicken. In this study, the microbiota response to a 24-hour co-exposure to  Salmonella enterica  Typhimurium and/or low-density polyethylene (PE) microplastics in an  in vitro  broiler cecal model was determined using 16S rRNA amplicon sequencing (Illumina) and untargeted metabolomics. Community sequencing results indicated that PE fiber with and without  S.  Typhimurium yielded a lower  Firmicutes/Bacteroides  ratio compared to other treatment groups, which is associated with poor gut health, and overall had greater changes to the cecal microbial community composition. However, changes in the total metabolome were primarily driven by the presence of  S.  Typhimurium. Additionally, the co-exposure to PE Fiber and  S . Typhimurium caused greater cecal microbial community and metabolome changes than either exposure alone. Our results indicate that polymer shape is an important factor in effects resulting from exposure. It also demonstrates that microplastic-pathogen interactions cause metabolic alterations to the chicken cecal microbiome in an  in vitro  chicken cecal model. Researching the exposome, a summation of exposure of one’s lifespan, will aid in determining the environmental factors that contribute to disease states. There is an emerging concern that microplastic-pathogen interactions in the gastrointestinal tract of broiler chickens may lead to an increase in  Salmonella  infection across flocks and eventually increased incidence of human salmonellosis cases. In this research article, we elucidated the effects of co-exposure to polyethylene microplastics and  Salmonella enterica  serovar Typhimurium on",bio_a721d9b67052,"Chamia C. Chatman, Elena G. Olson, Allison J. Freedman, Dana K. Dittoe, Steven C. Ricke, Erica L-W. Majumder *","Department of Bacteriology, University of Wisconsin-Madison",2023.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,10.1101/2023.11.22.568320,2023-11-22,1,0,"Institute of Technology, University of Tartu , Tartu,  Estonia",1.0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Chronic Exposure to Nanoplastics Alters Stem Cell Type-Specific Mechanisms, Promoting Cancer Development",,bio_bf9b024d83c9,"Irene Barguilla, Laura Billon †, Kevin Geistlich †, Javier Gutiérrez, Raquel Egea, Laura Rubio, Sandrine Jeanpierre, Alba Hernández, Boris Guyot *, Véronique Maguer-Satta *","Irene Barguilla, Laura Billon, Kevin Geistlich, Javier Gutiérrez, Raquel Egea, Laura Rubio, Sandrine Jeanpierre, Alba Hernández, Boris Guyot, Véronique Maguer-Satta",2026.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.64898/2026.01.21.700811,2026-01-21,0,0,"CNRS UMR5286, Centre de Recherche en Cancérologie de Lyon, 69000 Lyon, France",1.0,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PET-Microplastics Trigger Endothelial Glycocalyx Loss via ER Stress and ROS Unleashing IL-1β-Driven SMC Switching and Early Aortic Structural Impairment,"Polyethylene terephthalate microplastics (PET-MPs), a major microplastics component identified in human vasculature, pose emerging environmental health risks. This study systemically profiled MPs in human aortic tissues and investigated the mechanisms underlying PET-MPs-induced aortic injury in vivo and in vitro. Chronic oral exposure of Sprague-Dawley rats to PET-MPs (1.0-100 mg/L) resulted in endothelial glycocalyx loss and structural impairment of aortic elastic fibers, with MPs accumulating within aortic endothelial cells. Transcriptomic and biochemical analyses revealed that PET-MPs triggered endoplasmic reticulum stress (ERS) and reactive oxygen species (ROS) generation in human aortic endothelial cells (HAECs), driving glycocalyx degradation and NF-κB-mediated inflammation. Proteomic profiling identified endothelial-derived IL-1β as a key mediator, which subsequently induced phenotypic switching in human aortic smooth muscle cells (HASMCs) in vitro. Pharmacological inhibition of ERS (TUDCA), ROS (NAC), or IL-1β (Canakinumab) attenuated this pathogenic cascade. Crucially, restoration of the glycocalyx using Sulodexide mitigated endothelial dysfunction and downstream HASMC phenotypic switching. These findings establish endothelial glycocalyx degradation via ERS-ROS as a novel mechanism for PET-MPs-induced vascular injury and highlight glycocalyx protection as a potential strategy against environmental microplastic hazards.",bio_e0622c9c764b,"Weixue Huo, Jin Qu, Sen Wang, Mengwei He, Zhaoxiang Zeng, Deping Kong, Lushun Yuan *, Rui Feng *","Department of Vascular Surgery, Intervention Center, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine , Shanghai, 200080, P",2025.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,,,10.1101/2025.09.22.677783,2025-09-22,1,0,"Department of Vascular Surgery, Intervention Center, Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine , Shanghai, 200080, People’s Republic of  China",1.0,high,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Polyethylene and Polyvinyl Chloride Nanoplastics Accelerate Atherosclerosis Through Distinct Smooth Muscle Cell Phenotypes,,med_b83bd8236e75,"Siwen Zheng, Wenduo Gu, Quanyi Zhao, Yoko Kojima, Kaylin C. A. Palm, Michal Mokry, Kai-Uwe Jarr, Hua Gao, Isabella Damiani, Guyu Qin, Gurmenjit Bahia, Sugandha Basu, Ramendra Kundu, Matthew Worssam, William Jackson, Alexa Berezowitz, Chad Weldy, Paul Cheng, Gerard Pasterkamp, Nicholas J. Leeper, Juyong Brian Kim *","Division of Cardiovascular Medicine, Stanford University School of Medicine , Stanford, CA 94305,  USA",2026.0,medRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.64898/2026.02.10.26345390,2026-02-10,0,0,"Division of Cardiovascular Medicine, Stanford University School of Medicine , Stanford, CA 94305,  USA",1.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Osmoregulation affects elimination of microplastics in fish in freshwater and marine environments,"In recent decades, microplastics (MPs) have emerged as one of the biggest environmental challenges in aquatic environments. Ingestion and toxicity of MPs in seawater (SW) and freshwater (FW) fish have been studied extensively both in field and laboratory settings. However, the basic mechanism of how fish deal with MPs in SW and FW remains unclear, although physiological conditions of fish differ significantly in the two environments. In this study, using Javanese medaka ( Oryzias javanicus ), a euryhaline fish which adapts readily to both SW and FW, we investigated elimination of MPs in fish in SW and FW environments. We exposed  O. javanicus  larvae (21 days post-hatching) to 0.25 mg/L of fluorescent polystyrene microspheres (1 µm) for 24 h and then conducted an elimination test for up to 5 days. The results showed that the gut retention time (GRT) of MPs is longer in FW than in SW, indicating that MP elimination occurs more quickly in SW than in FW. However, despite shorter GRTs, higher numbers of MPs tended to be retained for a longer period in SW larvae than FW larvae. Subsequently, using a fluorescent marker, gastrointestinal fluid was found to move more rapidly in the SW group. This finding indicates that water drinking accelerates gastrointestinal fluid movement, which moves MPs through the gut in SW larvae. Beside the difference in physiological conditions, MP elimination was faster when food was available, suggesting that feeding also affects MP elimination in fish. Internal factors such as body size and intestine length were also examined, but indicated no significant difference between SW and FW. Therefore, osmoregulation and feeding both influence MP elimination in fish.",bio_6052ee876c9a,"Hilda Mardiana Pratiwi *, Toshiyuki Takagi, Suhaila Rusni, Koji Inoue","a Graduate School of Frontier Sciences, The University of Tokyo , Kashiwa, 277-8563, Chiba,  Japan",2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.10.09.617352,2024-10-09,0,0,"a Graduate School of Frontier Sciences, The University of Tokyo , Kashiwa, 277-8563, Chiba,  Japan",1.0,medium,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Efficient secretion of a plastic degrading enzyme from the green algae  Chlamydomonas reinhardtii,"Plastic pollution has become a global crisis, with microplastics contaminating every environment on the planet, including our food, water, and even our bodies. In response, there is a growing interest in developing plastics that biodegrade naturally, thus avoiding the creation of persistent microplastics. As a mechanism to increase the rate of polyester plastic degradation, we examined the potential of using the green microalga  Chlamydomonas reinhardtii  for the expression and secretion of PHL7, an enzyme that breaks down post-consumer polyethylene terephthalate (PET) plastics. We engineered  C. reinhardtii  to secrete active PHL7 enzyme and selected strains showing robust expression, by using agar plates containing a polyester polyurethane (PU) dispersion as an efficient screening tool. This method demonstrated the enzyme’s efficacy in degrading ester bond-containing plastics, such as PET and bio-based polyurethanes, and highlights the potential for microalgae to be implemented in environmental biotechnology. The effectiveness of algal-expressed PHL7 in degrading plastics was shown by incubating PET with the supernatant from engineered strains, resulting in substantial plastic degradation, confirmed by mass spectrometry analysis of terephthalic acid (TPA) formation from PET. Our findings demonstrate the feasibility of polyester plastic recycling using microalgae to produce plastic-degrading enzymes. This eco-friendly approach can support global efforts toward eliminating plastic in our environment, and aligns with the pursuit of low-carbon materials, as these engineered algae can also produce plastic monomer precursors. Finally, this data demonstrates  C. reinhardtii  capabilities for recombinant enzyme production and secretion, offering a “green” alternative to traditional industrial enzyme production methods. Graphical Abstract",bio_a6241c3b75cb,"João Vitor Dutra Molino, Barbara Saucedo, Kalisa Kang, Chloe Walsh, Crisandra Jade Diaz, Marissa Tessman, Stephen Mayfield *",,2024.0,bioRxiv (preprint),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1101/2024.10.23.619606,2024-10-23,0,0,,0.0,high,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
