PROJECT_TITLE,ABSTRACT_TEXT,CORE_PROJECT_NUM,PI_NAMEs,ORG_NAME,FISCAL_YEAR,SOURCE,EXP_HEAVY_METALS,EXP_AIR_POLLUTION,EXP_PFAS,EXP_PESTICIDES,EXP_PHTHALATES_BPA,EXP_SOLVENTS,EXP_PAHS_DIOXINS_PCBS,EXP_FLAME_RETARDANTS,EXP_MICROPLASTICS,EXP_NITRATES,MECH_NEURODEGENERATION,MECH_INFLAMMATION,MECH_OXIDATIVE_MITOCHONDRIAL,MECH_ENDOCRINE,MECH_MICROBIOME,MECH_IMMUNE_DYSFUNCTION,MECH_DNA_DAMAGE,MECH_EPIGENETIC,MECH_RECEPTOR_SIGNALING,MECH_SENESCENCE_CELL_DEATH,MECH_BARRIER_DISRUPTION,ORGAN_BRAIN_NERVOUS,ORGAN_GI_GUT,ORGAN_RESPIRATORY,ORGAN_CARDIOVASCULAR,ORGAN_REPRODUCTIVE,ORGAN_LIVER,ORGAN_KIDNEY,ORGAN_IMMUNE,ORGAN_SKIN,ORGAN_ENDOCRINE,TYPE_MECHANISTIC,TYPE_TOXICITY_SCREENING,TYPE_BIOMARKER,TYPE_RISK_ASSESSMENT,TYPE_INTERVENTION,TYPE_METHODS,TYPE_CONFERENCE,TYPE_CENTER_CORE,ADMINISTERING_IC,STAGE_EXPOSURE_CHAR,STAGE_TOXICITY,STAGE_MECHANISM,STAGE_HEALTH_OUTCOME,STAGE_INTERVENTION,PARTICLE_MICRO,PARTICLE_NANO,PARTICLE_FIBER,PARTICLE_ADDITIVE,MODEL_INVITRO,MODEL_RODENT,MODEL_ZEBRAFISH,MODEL_OTHER_ANIMAL,MODEL_HUMAN,MODEL_ENVIRONMENTAL,END_UPTAKE,END_INFLAMMATION,END_OXIDATIVE,END_GUT_MICROBIOME,END_REPRODUCTIVE,END_CARDIOVASCULAR,END_RESPIRATORY,END_NEURO,END_IMMUNE,END_GENOTOXIC,LLM_MECH_OXIDATIVE,LLM_MECH_INFLAMMATION,LLM_MECH_BARRIER,LLM_MECH_MICROBIOME,LLM_MECH_ENDOCRINE,LLM_MECH_NEURODEGENERATION,LLM_MECH_IMMUNE,LLM_MECH_DNA_DAMAGE,LLM_MECH_RECEPTOR,LLM_MECH_CELL_DEATH,LLM_OTHER_MECHANISMS,LLM_MECH_METABOLIC,doi,pub_date,STUDY_DETECTION_HUMAN,STUDY_EXPOSURE,FIRST_LAST_AUTHOR_ORG,LLM_HUMAN_HEALTH_RELEVANT,LLM_CONFIDENCE,LLM_STUDY_DETECTION,LLM_STUDY_EXPOSURE_ASSESSMENT,LLM_MECH_OXIDATIVE_STRESS,LLM_MECH_BARRIER_DISRUPTION,LLM_MECH_IMMUNE_DYSFUNCTION,LLM_MECH_RECEPTOR_SIGNALING,LLM_ORGAN_BRAIN_NERVOUS,LLM_ORGAN_CARDIOVASCULAR,LLM_ORGAN_GI_GUT,LLM_ORGAN_RESPIRATORY,LLM_ORGAN_REPRODUCTIVE,LLM_ORGAN_LIVER,LLM_ORGAN_KIDNEY,LLM_ORGAN_IMMUNE,LLM_ORGAN_ENDOCRINE,LLM_MODEL_INVITRO,LLM_MODEL_RODENT,LLM_MODEL_ZEBRAFISH,LLM_MODEL_HUMAN,LLM_MODEL_ENVIRONMENTAL,LLM_MODEL_OTHER_ANIMAL
Toward Scalability: Fe‐MOF‐Based Ultrafiltration Membrane for Effective Microplastics Removal from Drinking Water at Point‐of‐Use,"The frequent detection of microplastics (MPs) in bottled drinking water underscores the need for effective point‐of‐use (POU) purification strategies to limit human exposure, particularly given their ability to transport co‐contaminants. While metal‐organic frameworks (MOFs) have been extensively investigated for MP removal, their application in practical POU drinking water purification remains largely underexplored, especially regarding scalability and delivery of potable water after filtration. In this work, NH 2 ‐MIL‐101(Fe) MOF is integrated onto a commercial polyvinylidene fluoride (PVDF) ultrafiltration (UF) membrane to develop a Fe‐MOF@UF composite for enhanced removal of polyethylene terephthalate (PET)‐MP from drinking water. The optimally synthesized Fe‐MOF@UF membrane achieved a PET‐MP rejection efficacy of ∼94%. Additionally, its practical applicability is validated using commercially available PET‐bottled drinking water, confirming the effective removal of MPs while delivering potable water compliant with international drinking water quality standards. Collectively, these outcomes emphasize the first practical viability of MOF‐membrane hybrids for POU drinking water treatment. Despite limitations, this research lays a strong groundwork for future efforts toward performance optimization and highlights a viable pathway for scalable, cost‐effective, and sustainable MOF‐incorporated household MP filtration units.",PMC12780347,"Sahil Shrestha, Ajaya Subedi, Shane A. Snyder, Michael J. Angove, Shukra Raj Paudel",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1002/gch2.202500559,2026-01-07,1,0,,0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Examining Latin America’s Transition to a Circular Economy for Plastics,"In light of global efforts to advance a circular economy for plastics, this study examines Latin America’s transition through three core objectives. First, it analyzes secondary data on plastic production and consumption and the generation, mismanagement, and transboundary trade of plastic waste. Second, it scrutinizes government-led initiatives across the region based on official policy documents. Third, it conducts a SWOT analysis, evaluating the initiatives’ strengths, weaknesses, opportunities, and threats to assess the current landscape of circular product design and business models, as well as their potential to mitigate the environmental impacts of the triple planetary crisis. Findings reveal that plastic production, consumption, and waste are steadily increasing in the region, while waste management and sustainable trade remain insufficient. The circular economy for plastics has gained traction through national strategies, roadmaps, and legal instruments. Its adoption has been notable in Chile and Uruguay, but negligent in several countries. Governments are supporting research into recycled materials and polymer innovation, yet policy gaps persist around microplastics and harmful additives in plastic product design. Most initiatives prioritize circular supply chains and resource recovery business models, while giving limited attention to other models and the underlying drivers and barriers. Furthermore, initiatives often address plastic pollution with weak linkages to climate change and biodiversity loss. This research strengthens the understanding and implementation of actions positioning circular design as pivotal to reducing plastic waste at the source, circular business models as catalysts for low-carbon economies, and the fight against the triple planetary crisis as an environmental objective of circular economy initiatives.",PMC12790530,"Lina Raquel Rodríguez-Meza, Felipe Romero-Perdomo, Miguel Ángel González-Curbelo",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1007/s00267-025-02298-9,2026-01-10,0,0,"Search terms and keywords were adapted to the official languages of each country (Spanish, English, and Portuguese) and centered on two main themes: I. Plastics, including terms such as “chemical sect...",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microplastics and Nanoplastics as Carriers for Viral Transmission: Effects on Viral Properties, Infection, Immune Response, and Public Health","The extensive use of plastics since the industrial revolution has raised significant environmental and health concerns. Despite their advantages in terms of durability, affordability, and ease of production, the accumulation of plastics has resulted in considerable pollution. The SARS‐CoV‐2 pandemic further exacerbated plastic consumption, particularly in medical supplies, intensifying the plastic waste crisis. The majority of plastics are not recycled and eventually degrade into microplastics (MPs) and nanoplastics (NPs), which pose substantial risks to ecosystems and human health. MPs and NPs enter the body through inhalation, ingestion, or skin contact and have been found in biological samples such as blood, faeces, and lung fluids. Their presence has been linked to diseases affecting the lungs, cardiovascular system, and intestines, as well as cancer and viral infections. This review highlights how MPs and NPs contribute to the spread of infectious diseases by creating a habitat called the “plastisphere,” which promotes microbial growth and serves as a reservoir for pathogens, emphasising their effects on viral persistence, infection dynamics, and immune modulation. Unlike previous reviews mainly focused on toxicological or microbiological aspects, this work integrates environmental, virological, and immunological evidence to outline how MPs/NPs may reshape virus–host interactions. By identifying critical knowledge gaps, such as the quantitative impact of MPs/NPs on viral stability and immune disruption, this review provides a background for future experimental and epidemiological research. This value‐added perspective not only advances scientific understanding but also supports policy development in waste management.",PMC12808005,"Cosmina Mija, Giuseppe Sberna, Fabrizio Maggi",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,10.1002/rmv.70106,2026-01-15,1,0,,1,medium,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0
Pulmonary toxicity of polymethyl methacrylate nanoplastics via intratracheal intubation in mice,"The online version contains supplementary material available at 10.1038/s41598-025-31615-9. Plastics, ubiquitous in daily life and industry, are released into the environment in substantial quantities. Instead of complete biodegradation, plastic waste fragments into smaller particles, accumulating as nanoplastics (NPs; < 1 μm). Humans are exposed to NPs through inhalation and ingestion of contaminated water and food, which can induce cytotoxicity through physical and chemical pathways. Polymethyl methacrylate (PMMA), commonly used in implants and artificial bones, has been identified in human lungs and associated with pulmonary embolism. While PMMA NP toxicity has been reported in vitro, their in vivo effects, as well as the underlying mechanism, remain poorly understood. In this study, we investigated the pulmonary effects of inhaled PMMA NPs in mice. Mice received 20 or 100 μg of PMMA NPs (25 nm) via intratracheal intubation for 28 days. PMMA-NP preparation and characterization are described in the Methods section. Exposed mice exhibited body weight loss and pulmonary accumulation of PMMA NPs. Bronchoalveolar lavage fluid (BALF) analysis revealed increased cell count and elevated inflammatory cytokines in serum and BALF. Histopathology (H&E staining) revealed abnormalities in lung tissue and alterations in protein and RNA expression. The findings demonstrate that respiratory exposure to PMMA NPs induces lung inflammation, tissue damage, and molecular dysregulation.",PMC12808127,"Changsic Youn, Yu-Jin Jo, Jeongwoo Kwon, Seung-Bin Yoon, Hyeong-Ju You, Ji-Su Kim",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,10.1038/s41598-025-31615-9,2026-01-06,1,0,"https://ror.org/03ep23f07 grid.249967.7 0000 0004 0636 3099 Primate Resources Center (PRC), Korea Research Institute of Bioscience and Biotechnology (KRIBB),  351-33, Neongme-gil, Ibam-myeon, Jeongeup...",1,high,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Frequent Plastic Usage Behavior and Lack of Microplastic Awareness Correlates with Cognitive Decline: A Cross-Sectional Survey,"Public health relevance—How does this work relate to a public health issue? 
 Microplastics are persistent environmental contaminants that enter the human body primarily through ingestion, posing potential neurotoxic risks via oxidative stress and inflammation mechanisms. This study investigates the emerging intersection of environmental health and neurology by examining how daily plastic usage behaviors correlate with neurocognitive function in an adult population. Public health significance—Why is this work of significance to public health? 
 Multivariate analysis indicates that high consumption of single-use plastics is significantly associated with a 41% increase regarding the risk of suspected cognitive impairment (OR = 1.409). The study identifies a critical gap in health literacy, where low awareness of microplastics correlates with higher consumption of single-use plastics, thus potentially increasing exposure to neurotoxic contaminants. Public health implications—What are the key implications or messages for practitioners, policy makers and/or researchers in public health? 
 Public health strategies must integrate environmental sustainability with neurological well-being, emphasizing reducing the consumption of single-use plastics as a preventative measure for cognitive health. Effective interventions require structural policy changes, such as phasing out virgin plastics and enforcing industry transparency, rather than relying solely on individual awareness, which was not found to be an independent predictor of cognitive status. Introduction: Microplastics (MPs) are widespread environmental pollutants with possible neurotoxic effects. Exploring links between plastic use, MP awareness, and cognition is key for assessing public health risks. Objective: To examine correlations between plastic consumption, MP awareness and attitudes, and neurocognitive function among Greater Jakarta residents. Methods: A cross-sectional survey of 562 adults used a validated e-q",PMC12841581,"Pukovisa Prawiroharjo, Anyelir Nielya Mutiara Putri, Noryanto Ikhromi, Aldithya Fakhri, Elizabeth Divina, Rani Permata, Aileen Gabrielle, Violine Martalia, Agustyno Zulys",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.3390/ijerph23010067,2026-01-01,1,0,"Department of Biological Sciences, Florida Atlantic University , Boca Raton, FL,  USA",1,high,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stimulation of Human Adenovirus Infection Modulated by Emerging Micropollutants,"Contaminants of emergent concern (CECs), such as pharmaceuticals and microplastics, are increasingly found in aquatic environments, yet their interactions with viral pathogens remain underexplored. This study evaluated the effects of antibiotics, antidepressants, microfibers, and nanoplastics on human adenovirus type 5 (HAdV-5) replication in A549 cells. A series of in vitro assays simulating distinct exposure scenarios across the viral replication cycle was conducted. Results showed that individual pre- or post-infection exposure to CECs did not significantly impact HAdV-5 replication. However, co-incubation of CECs with viral particles at physiological temperature (37 °C) led to a significant increase in viral replication up to 1.5 log₁₀ compared to viral control, highlighting temperature-dependent interactions. No enhancement was observed at room temperature. The findings suggest that CECs can modulate viral infectivity through direct physicochemical interactions, particularly under conditions resembling those of wastewater environments. This study provides new insights into the potential risks posed by the co-occurrence of viruses and CECs in aquatic ecosystems.",PMC12827297,"Catielen Paula Pavi, Yasmin Ferreira Souza Hoffmann Jempierre, Lucas Zanchetta, Paula Rogovski, Gislaine Fongaro",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.1007/s12560-025-09676-w,2026-01-22,1,1,"Department of Civil & Environmental Engineering, University of Michigan , Ann Arbor, MI 48109,  USA",1,high,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The single and combined effects of deltamethrin and polyethylene microplastics on the development and biochemical responses of  Xenopus laevis  in early life stages,"The online version contains supplementary material available at 10.1007/s10646-026-03028-5. The co-occurrence of microplastics and pesticides in freshwater ecosystems raises concerns for aquatic organisms. However, their combined effects remain poorly understood. In this study, the single and combined effects of deltamethrin (DEL) and polyethylene microplastics (PE-MPs) were investigated in the early life stages of  Xenopus laevis . Embryonic developmental toxicity was evaluated under standardized Frog Embryo Teratogenesis Assay– Xenopus  (FETAX) conditions in embryos, and sublethal biochemical responses were also assessed in embryos and tadpoles. In the first phase, embryos were exposed for 96 h to a concentration range of DEL (3.125–6,400 µg/L) and PE-MPs (50–1,000 mg/L) to estimate the median lethal concentration (LC 50 ) and the median effective concentration for malformation (EC 50 ), as well as the teratogenic index (TI). In the second phase, assays were performed at DEL 2.72 and 13.6 µg/L (alone or combined with 100 mg/L PE-MPs) and PE-MPs 50 and 250 mg/L alone, assessing malformation and lethality in embryos and enzymatic biomarkers in both embryos and tadpoles. DEL caused significant embryotoxicity, with 96 h LC 50  and EC 50  values of 68.0 µg/L and 7.58 µg/L, respectively, and a TI of 8.97. PE-MPs alone did not induce lethality or malformations but caused biochemical alterations. Combined exposures produced additive (glutathione S-transferase, GST; carboxylesterase, CaE) and antagonistic (catalase, CAT; acetylcholinesterase, AChE) patterns; notably, CAT showed a synergistic pattern in embryos based on interaction index analysis. In tadpoles, 250 mg/L PE-MP concentration inhibited glutathione reductase (GR) and AChE activity, suggesting life stage–dependent sensitivity. These findings underscore the complexity of mixture toxicity and emphasize the need for combined exposure assessments in amphibian ecotoxicology.",PMC12827314,"Duygu Ozhan Turhan, Cihan Anıl Benli, Muhittin Yurekli, Abbas Güngördü",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,10.1007/s10646-026-03028-5,2026-01-23,0,1,"https://ror.org/04asck240 grid.411650.7 0000 0001 0024 1937 Department of Biology, Faculty of Arts and Science,  Inonu University,  44280 Malatya, Türkiye",1,high,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Microplastics in poultry: Sources, bioaccumulation and human health consequences","• Microplastics enter poultry via feed, water, litter, environment and processing equipment. • MPs can accumulate in different organs such as gastrointestinal tract, liver, kidneys, spleen, muscles, etc. • Exposure disrupts gut microbiota, causes oxidative stress and impairs growth, meat quality and egg production. • Contaminated poultry products pose potential health risks to humans. • Key strategies such as reducing plastic use, improving detection methods, raising awareness and implementing proper safety regulations should be adopted to minimize associated risks.",PMC12830131,"Susmita Sarker Bristi, Rafiqul Islam",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,10.1016/j.psj.2026.106387,2026-01-03,1,0,"Department of Environmental Medicine, University of Rochester Medical Center , Rochester, NY,  USA",1,medium,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
Size-Dependent Tissue Translocation and Physiological Responses to Dietary Polystyrene Microplastics in  Salmo trutta,"Microplastics are widespread pollutants found in freshwater, glaciers, and even the air. This study examined how polystyrene microplastics (PS-MPs; 1–10 µm) affect brown trout, a temperate freshwater fish important for ecology and aquaculture. Fish were fed polystyrene microplastic-spiked diets of approximately 5 million MPs per gram of feed for 21 days, followed by 90 days on clean feed. Small PS-MPs (1–5 µm) moved from the gut to the liver and muscle, while larger MPs (10 µm) mostly stayed in the intestine, with a small fraction reaching muscle tissue. Most biochemical markers were unaffected, but some enzymes, including trypsin, which is responsible for protein digestion, and peroxidase, which helps remove reactive oxygen species, were significantly decreased after 21 days. Importantly, MPs persisted in muscle tissue even after depuration, representing a clear concern for human food safety.",PMC12837546,"Buumba Hampuwo, Anna Duenser, Elias Lahnsteiner, Thomas Friedrich, Franz Lahnsteiner",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,10.3390/ani16020285,2026-01-16,1,0,"University of New Hampshire, Molecular, Cellular, and Biomedical Sciences Department , Durham, NH 03824",1,high,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Natural Deep Eutectic Solvents for PHB Recovery: Mechanistic Insights and Implications for Sustainable Downstream Processing,"The growing concern over plastic pollution and the widespread presence of micro- and nanoplastics has renewed interest in polyhydroxybutyrate (PHB) as a biodegradable alternative; however, its industrial deployment remains constrained by costly recovery operations with a high environmental burden. This study examines how PHB biosynthesis and intracellular organization, physicochemical properties, and the characteristics of the producing microorganism influence the performance of conventional recovery routes, including extraction with organic solvents, alkaline/oxidative chemical digestion, and enzymatic–physical schemes coupled with mechanical disruption. Based on this foundation, quantitative data are analyzed for PHB content in bacteria, mixed microbial cultures, cyanobacteria, and microalgae, along with extraction yields, polymer purity, and solvent recyclability in processes employing chlorine-free solvents, green solvents, and hydrophobic natural deep eutectic solvents (NaDESs) formulated with terpenes and organic acids. The analysis integrates mechanistic perspectives on NaDES–cell and NaDES–PHB interactions with solvent design criteria, biorefinery configurations, and preliminary evidence from technoeconomic and life cycle assessments. The findings identify NaDES as an up-and-coming platform capable of reconciling biopolymer quality with the principles of green chemistry while delineating critical gaps in recovery efficiency, viscosity management, solvent recycling, and pilot-scale validation.",PMC12845502,"Antonio Zuorro, Roberto Lavecchia, Jefferson E. Contreras-Ropero, Janet B. García-Martínez, Andrés F. Barajas-Solano",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.3390/polym18020169,2026-01-08,0,0,"Department of Chemical Engineering, Materials, and Environment, Sapienza University, Via Eudossiana 18, 00184 Rome, Italy;  roberto.lavecchia@uniroma1.it",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toxic Effects of Polystyrene Microplastics and Sulfamethoxazole on Early Neurodevelopment in Embryo–Larval Zebrafish ( Danio rerio ),"Microplastics (MPs) and antibiotics have emerged as contaminants of global concern, posing potential threats to ecosystem security and organismal health. To investigate the individual and combined toxicity of microplastics (PS-MPs) and sulfamethoxazole (SMX), we conducted a 120 h acute exposure experiment using embryo–larval zebrafish as a toxicological model. Our findings demonstrate that both PS-MPs and SMX can induce neurodevelopmental toxicity in embryo–larval zebrafish during embryonic development. Notably, PS-MPs and SMX exerted a significant synergistic effect. PS-MPs 1 µm in diameter were restricted to the chorion surface of pre-hatching zebrafish, whereas post-hatching, PS-MPs accumulated mainly in the gut and gills, with accumulation levels increasing progressively with exposure duration. Individual exposure to PS-MPs or SMX reduced spontaneous locomotion, decreased heart rate, and shortened body length in embryo–larval zebrafish. In addition to exacerbating these effects, coexposure further increased the incidence of malformations such as pericardial effusion and spinal curvature. PS-MPs and SMX significantly decreased the levels of dopamine (DA), serotonin (5-HT), and γ-aminobutyric acid (GABA) in zebrafish while also suppressing acetylcholinesterase (AChE) activity and increasing acetylcholine (ACh) levels. Moreover, upon coexposure at high concentrations, PS-MPs and SMX acted synergistically to reduce the levels of DA and GABA. The downregulation of key neurodevelopmental genes ( elavl3 ,  gap43 , and  syn2a ) and related neurotransmitter pathway genes indicates that PS-MPs and SMX impaired structural development and functional regulation of the nervous system. An integrated biomarker response (IBR) index confirmed that PS-MPs and SMX significantly enhanced developmental neurotoxicity during early neurodevelopment in embryo–larval zebrafish through synergistic effects. Our study provides critical toxicological evidence for the scientific assessment of ",PMC12845721,"Fantao Meng, Shibo Ma, Yajun Wang, Chunmei Wang, Ruoming Li, Jiting Wang",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,10.3390/toxics14010074,2026-01-14,0,0,"Key Laboratory of Efficient Utilization of Non-Grain Feed Resources (Co-Construction by Ministry and Province), Ministry of Agriculture and Rural Affairs, Shandong Provincial Key Laboratory of Animal ...",1,high,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
From Kitchen to Cell: A Critical Review of Microplastic Release from Consumer Products and Its Health Implications,"Microplastics (MPs) are pervasive environmental pollutants, widely distributed from aquatic ecosystems to the terrestrial food chain, and represent a potential route of human exposure. Although several reviews have addressed MP contamination, a critical synthesis focusing on pathways through which consumer goods directly enter food and beverages, along with corresponding industry and regulatory responses, is lacking. This review fills this gap by proposing the direct release of MPs from common sources such as food packaging, kitchen utensils, and household appliances, linking the release mechanisms to human health risks. The release mechanisms of MPs under thermal stress, mechanical abrasion, chemical leaching, and environmental factors, as well as a risk-driven framework for MP release, are summarized. Human exposure through ingestion is the predominant route, while inhalation and dermal contact are additional pathways. In vitro and animal studies have associated MP exposure to inflammatory responses and oxidative stress, neurotoxicity, and genomic instability as endpoints, though direct causal evidence in humans remains lacking, and extrapolation from model systems necessitates caution. This review revealed that dietary intake from kitchen sources is the primary pathway for MP exposure, higher than the inhalation pathway. Most importantly, this review critically sheds light on the initiatives that should be taken by industries with respect to global strategies and new policies to alleviate these challenges. However, while there has been an upsurge in research commenced in this area, there are still research gaps that need to be addressed to explore food matrices such as dairy products, meat, and wine in the context of the supply chain. In conclusion, we pointed out the challenges that limit this research with the aim of improving standardization; research approaches and a risk assessment framework to protect health; and the key differences between MP and nanoplast",PMC12845809,"Zia Ur Rehman, Jing Song, Paolo Pastorino, Chunhui Wang, Syed Shabi Ul Hassan Kazmi, Chenzhe Fan, Zulqarnain Haider Khan, Muhammad Azeem, Khadija Shahid, Dong-Xing Guan, Gang Li",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,,,10.3390/toxics14010094,2026-01-20,0,0,"State Key Laboratory of Regional and Urban Ecology, Ningbo Observation and Research Station, Institute of Urban Environment, Chinese Academy of Sciences, Xiamen 361021, China;  mr.ziaa69@gmail.com  (Z...",1,high,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Portable Multichannel Measurement System for Real-Time Microplastics Assessment Using Microwave Sensors,"This paper presents a multichannel electronics measurement system that uses microwave sensors to perform real-time microplastics assessment in aqueous environments. The system is capable of simultaneously reading up to four microwave sensors, enabling the use of multiple sensors that target microplastic particles with different sizes and properties. The multichannel capability allows the measurement of multiple MW sensors integrated with different microfluidic channel designs while targeting different MPs’ dimension ranges, although experimental validation in this work was limited to a single sensor. Each readout channel is implemented combining radio-technology-integrated circuits with a microprocessor that has advanced analog peripherals used for signal conditioning and acquisition. An ADF4351 wideband frequency synthesizer is used for excitation signal generation while an ADL5902 power detector converts the sensor output to a DC voltage. Baseline removal and amplification of the power detector output is realized with a MSP430FR2355 microprocessor which is also responsible for its acquisition at 40 kHz and digital decimation. Characterization results show the system’s capability to generate excitation signals between 700 MHz and 3.5 GHz with power levels around 0 dBm. Sensor output can be detected with a power between −50 dBm and −5 dBm and a 230 Hz bandwidth. A compact form factor of 15 cm × 10 cm × 3 cm was realized together with a low power consumption of 6.6 W. Validation was realized with a previously developed microwave sensor, demonstrating the detection of polyethylene spheres with 400 μm diameters animated in 10 mL/min flux within the microfluidics device.",PMC12846036,"André Barrancos, Diogo Rosinha, Jorge Assis, Luís S. Rosado",,2026.0,PMC (published),0,0,0,0,0.0,0.0,0.0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.3390/s26020669,2026-01-19,0,0,"Instituto Superior Técnico, University of Lisbon, Av. Rovisco Pais 1, 1049-001 Lisbon, Portugal;  jorge.assis@tecnico.ulisboa.pt",0,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
