doc_id,title,authors,doi,pub_date,year,abstract
PMC12835115,"Nanoplastic toxicity and uptake in kidney cells: differential effects of concentration, particle size, and polymer type","Hayden Louis Gillings, Darling M. Rojas-Canales, Soon Wei Wong, Kaustubh R. Bhuskute, Amandeep Kaur, Iliana Delcheva, Jonathan M. Gleadle, Melanie MacGregor",10.1007/s10565-025-10135-2,2026-01-16,2026,"The online version contains supplementary material available at 10.1007/s10565-025-10135-2. Nanoplastics (NPs, < 1 µm) are emerging environmental contaminants capable of crossing biological barriers and interacting at the cellular and subcellular level. Despite evidence of microplastics in human kidney tissue and urine, the renal effects of NPs remain poorly understood. This study investigated the short-term effects of NPs polymer type, size, and concentration on human kidney proximal tubule cells (HK-2). Cells were exposed for 24-h to carboxylated polystyrene (PS), poly(methyl methacrylate) (PMMA), and polyethylene (PE) NPs (15–100 nm) at concentrations from 0.1 to 200 µg/mL. NPs morphology, size, and charge were characterised by scanning electron microscopy, dynamic light scattering, and zeta potential. Cell morphology, viability, cell cycle distribution, and NPs internalisation were assessed by microscopy and flow cytometry. Low-concentration exposures had minimal effects, whereas 100 and 200 µg/mL induced marked morphological changes, including cytoplasmic granularity. Viability decreased significantly at 200 µg/mL for several NPs types, with PE NPs causing the largest reduction (79.4%). Polymer type influenced outcomes, with PE and PMMA NPs causing greater morphological disruption than PS. Size effects were most evident in cell cycle analysis: 15 nm and 20 nm PS NPs and 100 nm PMMA NPs induced phase arrest without major viability loss. NPs internalisation increased with concentration but varied with polymer type, with PE NPs showing preferential perinuclear localisation. These findings demonstrate that NPs effects on kidney cells depend on polymer chemistry, particle size, concentration, and highlight the need for long-term studies using environmentally relevant NPs to better assess kidney toxicity risk."
PMC12851947,Testicular mitochondrial redox imbalance and impaired oxidative phosphorylation underlie microplastic-induced testicular dysfunction in Wistar rats,"Samuel Abiodun Kehinde, Tolulope Peter Fatokun, Sarva Mangala Praveena, Abosede Temitope Olajide, Chau Ling Tham, Mariana Teles Pereira, Sasitorn Chusri",10.3389/ftox.2026.1699288,2026-01-15,2026,"Polyethylene microplastics (PE-MPs), now pervasive environmental contaminants, have been implicated in reproductive toxicity, but their mechanistic effects on testicular function remain poorly defined. This study investigates the mechanistic basis of PE-MPs–induced male reproductive toxicity in a rodent model (Wistar rats), with a specific focus on testicular mitochondrial redox homeostasis and oxidative phosphorylation. By integrating mitochondrial bioenergetics, redox signaling, histopathology, and reproductive endpoints, the work advances mechanistic toxicology insights relevant to environmental reproductive health. Fifteen male rats were randomly divided into three groups: control, and PE-MPs treated groups receiving 15 or 60 mg/kg body weight orally for 28 days. Testicular mitochondria were isolated to evaluate activities of tricarboxylic acid (TCA) cycle enzymes, citrate synthase (CS), isocitrate dehydrogenase (IDH), succinate dehydrogenase (SDH), and malate dehydrogenase (MDH), as well as respiratory chain complexes I–IV. Mitochondrial redox balance indices, including malondialdehyde (MDA), myeloperoxidase (MPO), reduced glutathione (GSH), catalase (CAT), and superoxide dismutase (SOD), were also assessed. PE-MP exposure induced a dose-dependent suppression of TCA cycle and electron transport activities, with CS and SDH inhibited by up to 50% at the highest dose suggesting a broad inhibition of electron transport and ATP synthesis. These mitochondrial impairments coincided with elevated MDA and MPO levels, and significant depletion of GSH, CAT, and SOD, indicating profound mitochondrial oxidative distress. These mitochondrial disturbances correlated with histological evidence of testicular degeneration and decreased testosterone levels. Collectively, the findings of this study highlight that PE-MPs compromise testicular bioenergetics and function by disrupting testicular oxidative phosphorylation and redox homeostasis, leading to mitochondrial dysfunction, st"
PMC12855254,Analysis of sustainability differences among various shrimp farming models: a systematic review and meta analysis,"Yuzhen Wang, Zhao Chen, Jiajia Wang, Zhiqiang Chang, Shuangyong Zhang, Gao Meng, Jian Li",10.1038/s41598-025-34072-6,2026-01-11,2026,"The online version contains supplementary material available at 10.1038/s41598-025-34072-6. Aquaculture technology has diversified over the years, but its environmental impact and negative social effects have raised widespread concern. Currently, research on the differences in aquaculture models mainly focuses on a single dimension, lacking quantitative assessment methods for the various differences in farming models. This study employs a meta-analysis method to identify economic and ecological indicators’ data from 136 pieces of literature published between 2002 and 2024. It systematically evaluates the impact of different aquaculture modes and technologies on the comprehensive (economic, ecological, and social) benefits of shrimp farming from multiple dimensions, exploring the differences in benefits between farming modes and the trends as they change with technology and indicators. The results indicate that the Pond Integrated Multi-Trophic Aquaculture model (PIMTA), which uses biological hierarchy technology, exhibits the best comprehensive benefits, followed by the Indoor Super Intensive Recirculating Culture (ISIC_Recirculation), while the Pond Monoculture model (PMC) shows the lowest comprehensive benefits (-1.6425). In terms of ecological benefits, the ISIC_Recirculation model and the PIMTA model perform the best, with total solids (TS), the Shannon index, and microplastics (MPS) significantly affecting the differences in ecological benefits. The Indoor Super Intensive Exchange Culture (ISIC_Exchange) model stands out in terms of social benefits. Regarding economic benefits, the PIMTA model and the Indoor Super Intensive culture models (ISIC) are significantly higher than the PMC model. Based on simulations using collected data, when the survival rate (SR) is greater than 68.37%, the impact of different farming techniques on comprehensive benefits gradually diminishes as the survival rate (SR) increases. Higher pH levels reduce the impact of these difference"
PMC12818824,Gut microbiome remodeling induced by microplastic exposure in humans,"Xin-Yue Yang, Zhong-Wei Zhang, Guang-Deng Chen, Shu Yuan",10.1080/19490976.2026.2617696,2026-01-19,2026,"The impact of microplastics (MPs) on the diversity and composition of the gut microbiome has been extensively documented in animal studies, but evidence in humans remains limited. Recognizing the potential differences in MP effects between animal and human gut microbiomes, this review synthesizes current evidence concerning their impact on the human gut microbiota. Furthermore, the potential links between microplastic-induced dysbiosis and the pathogenesis of human diseases were analyzed. Cross-sectional studies have been conducted to explore microplastic exposures (such as in humans who consume hot foods served in disposable plastic tableware) and their associations with gut microbiome functionalities in infants, preschool children and adults. Exposure to MPs increased the abundance of Dethiosulfovibrionaceae, Enterobacteriaceae, Moraxellaceae, Actinomycetota, Pseudomonadota, and  Veillonella . On the other hand, MPs decreased the abundances of Bacillota, Bacteroidota, Lactobacillales, Rikenellaceae,  Parabacteroides ,  Roseburia ,  Coprococcus ,  Turicibacter , and  Eubacterium coprostanoligenes . These changes were associated with a decrease in butyrate production and a decrease in short-chain fatty acid levels. However, for some other bacteria, both inductive (on Oscillospiraceae,  Adlercreutzia ,  Phascolarctobacterium,  and  Collinsella ) and repressive effects (on  Streptococcus ) have been documented. There are contradictory reports about MP-induced changes in Lachnospiraceae (including the  Dorea  genus),  Alistipes  and  Faecalibacterium , which may be correlated with obesity, gastrointestinal dysfunction, some cancers, inflammatory bowel disease and Crohn’s disease. Potential reasons for these discrepancies are proposed. This review also examines putative mechanisms, with a focus on biofilm formation on selective surfaces, and discusses the inherent limitations of current MP exposure assessments in human gut microbiota studies."
PMC12838528,Paternal Microplastic Exposure Alters Sperm Small Noncoding RNAs and Affects Offspring Metabolic Health in Mice,"Seung Hyun Park, Jianfei Pan, Xudong Zhang, Ting-An Lin, Sijie Tang, Xiuchun Li, Sihem Cheloufi, Qi Chen, Tong Zhou, Changcheng Zhou",10.1210/jendso/bvaf214,2026-02-01,2026,"Microplastics (MPs) are small plastic particles emerging as significant environmental pollutants. Humans are ubiquitously exposed to MPs, and recent studies have associated MP exposure with an increased risk of chronic diseases. MPs can also be detected in both male and female reproductive tissues in humans. Parental exposure to various environmental contaminants can increase the risk of cardiometabolic disease in offspring. However, the impact of parental MP exposure on offspring health has not been studied. In the current study, we investigated the effects of paternal exposure to MPs on the metabolic health of F1 offspring in mice. Intriguingly, we found that paternal MP exposure had sex-specific effects on diet-induced obesity, including altered body compositions in high-fat-diet–fed F1 offspring. Further, female F1 descendants from MP-exposed sires had exacerbated insulin resistance. Sperm small noncoding RNAs (sncRNAs), including tRNA-derived small RNAs (tsRNAs) and rRNA-derived small RNAs (rsRNAs), may contribute to the intergenerational transmission of paternally acquired cardiometabolic disorders. We recently developed an innovative panoramic RNA display by overcoming RNA modification aborted sequencing (PANDORA-seq) method to reveal comprehensive sncRNA landscapes in sperm and other tissues. Using PANDORA-seq, we discovered that MP exposure altered sperm tsRNA and rsRNA profiles. Interestingly, several MP-stimulated tsRNAs/rsRNAs influenced the gene expression in murine embryonic stem cells in vitro, indicating a potential role of those sncRNA in contributing to paternal MP exposure-elicited offspring phenotypes. Our results suggest that parental MP exposure may have intergenerational adverse impacts on offspring’s metabolic health. These findings also underscore the urgency of better understanding the health consequences of plastic exposure in humans."
PMC12805441,Interfacial photocycloaddition polymerization: a synthetic approach for structurally functionalized degradable polymer particles from naturally derived monomers,"Yukiya Kitayama, Misato Yamashita, Atsushi Harada",10.1039/d5sc07979a,2026-01-15,2026,"Industrially relevant polymer capsules—structurally functionalized particulate materials that have shown promise for application in cosmetics, fragrances, and agrochemicals—typically comprise non-degradable synthetic polymers that cause marine microplastic pollution, which is a global environmental issue. This paper describes the synthesis of structurally functionalized degradable polymer particles by photolysis and hydrolysis without any initiators or catalysts  via  interfacial photocycloaddition polymerization of natural product-derived photoreactive monomers in aqueous heterogeneous systems. The resultant polymeric particles stably encapsulate dyes and fragrance molecules and decompose into naturally occurring raw materials. The reaction wavelengths for interfacial photocycloaddition polymerization (for capsule synthesis) and retro-photocycloaddition (for photodegradation) can be regulated using photoreactive monomers with appropriate substituents. Moreover, scaled-up synthesis of the polymer capsules is possible using high-power light-emitting diode light. This technology is expected to expedite the design of an innovative synthesis method for resource-recycling polymer capsules that can contribute toward the realization of a sustainable society."
PMC12778049,Abundance of microplastics and nanoplastics in urban atmosphere,"Tafeng Hu, Chongchong Zhang, Yuqing Zhu, Jing Duan, Suixin Liu, Niu Jin, Yingpan Song, Feng Wu, Jianjun Li, Ting Zhang, Hongya Niu, Xuxiang Li, Hong Huang, Gary S. Casuccio, Yu Huang, Kin-Fai Ho, Junji Cao, Daizhou Zhang",10.1126/sciadv.adz7779,2026-01-09,2026,"Microplastics (MPs) and nanoplastics (NPs) are emerging environmental pollutants, yet their behavior in the atmosphere remains poorly understood. Using an innovative method capable of detecting plastic particles as small as 200 nanometers, we quantified MPs and NPs in aerosols, dry and wet deposition, and resuspension in two Chinese megacities, Guangzhou and Xi’an. Airborne concentrations reached 1.8 × 10 5  MPs per cubic meter and 5.0 × 10 4  NPs per cubic meter in Guangzhou and 1.4 × 10 5  MPs per cubic meter and 3.0 × 10 4  NPs per cubic meter in Xi’an. Estimates revealed a variation of two to five orders of magnitude in MP and NP fluxes across major atmospheric compartments, dominated by road dust resuspension and rainfall-driven wet precipitation. Plastic particles were more heterogeneously mixed in deposition samples than in aerosols and resuspension, indicating enhanced aggregation and removal. These results provide an integrated assessment of MPs and NPs in urban atmospheric processes and offer critical insights into their transformation, fate, and potential implication for climate, ecosystems, and human health."
PMC12812766,"Dietary Microplastics are Eliminated Through Feces, Causing Metabolic Impairment in the Marine Amphipod  Parhyale hawaiensis","Karina Gisel Hernández-Peralta, Jorge Arturo Vargas-Abúndez, Mitzi Yanin Ayala-Campos, Mariana V. Capparelli",10.1007/s00128-025-04181-z,2026-01-19,2026,"The toxicity of microplastics (MPs) can vary depending on the route of exposure, yet the effects of dietary exposure remain poorly understood. In this study, we evaluated the effects of chronic dietary exposure to MPs on the marine amphipod  Parhyale hawaiensis  (Dana, 1853) over 35 days. Amphipods were exposed to 53–63 µm polyethylene microspheres (18 ± 4 MPs per food unit) through their diet. We assessed survival, reproduction, molting frequency, condition factor, oxygen consumption, MP accumulation, and fecal elimination.  P. hawaiensis  readily ingested and excreted MPs via feces. Exposure to MPs significantly increased oxygen consumption in exposed individuals (0.21 ± 0.053 mg O 2 /g/h) compared to controls (0.12 ± 0.07 mg O 2 /g/h), suggesting elevated metabolic costs potentially associated with MP processing and elimination. Despite this physiological stress, no significant effects on reproduction or growth were observed. These results indicate that, although ingested MPs can be eliminated through feces, their presence may still impose sublethal metabolic stress on marine detritivores."
PMC12812918,Toward sustainable plastic bioremediation using bacterial consortia from aquatic environments,"Maha Alharbi, Safaa Mohamed Abd-elhaliem, Salwa S. Afifi, walaa A. Al-shareef, Rasha A. Mosbah, Abdallah Tageldein Mansour, Nada K. Alharbi, Mahmoud M. Bendary",10.3389/fbioe.2025.1709072,2026-01-05,2026,"Plastic pollution has become a pervasive global challenge, threatening both aquatic ecosystems and human health. This study explores the biotechnological potential of native microorganisms from diverse aquatic environments for the biodegradation of synthetic plastics and microplastics. A total of 200 water samples were collected from freshwater and saltwater sources, yielding 277 bacterial isolates. Preliminary screening showed that approximately one-third of these isolates exhibited plastic-degrading activity, supported by enzymatic functions such as catalase, lipase, protease, esterase, and peroxidase. Seasonal and spatial variations shaped microbial diversity and enzymatic potential, with saltwater habitats harboring the highest diversity. Molecular identification using 16S rRNA gene sequencing revealed that the most efficient degraders were  Micrococcus luteus ,  Enterobacter cloacae ,  Corynebacterium aurimucosum , and  Mesobacillus maritimus . Structural and chemical analyses using scanning electron microscopy (SEM) and nuclear magnetic resonance (NMR) provided clear evidence of polymer degradation in both commercial and environmentally collected plastics, with the latter showing greater susceptibility due to pre-weathering. High-performance liquid chromatography (HPLC) further confirmed the presence of plastic-derived contaminants in aquatic samples, particularly in wastewater effluents. A bacterial consortium composed of confirmed high-efficiency degraders demonstrated remarkable plastic-degrading capacity, highlighting its potential for application in bioremediation strategies within aquatic environments. This consortium was capable of breaking down polyethylene, polyethylene terephthalate, polyhydroxyalkanoates, and low-density polyethylene. These results emphasize the ability of indigenous microbial communities to degrade persistent plastics and underscore their promise for developing eco-friendly bioremediation strategies to mitigate aquatic plastic poll"
PMC12813274,Role of microplastics in the survival and antimicrobial susceptibility of  Campylobacter jejuni,"Irene Ortega-Sanz, Andreja Rajkovic",10.3389/fmicb.2025.1717297,2026-01-05,2026,"Microplastics (MPs) are a global concern due to their persistence in the environment and capacity to carry pollutants and pathogenic microorganisms. Given recent evidence on the co-occurrence of MPs and  Campylobacter  spp., the leading cause of foodborne gastrointestinal infections worldwide, this study investigates the role of MPs in  Campylobacter jejuni  contamination and their impact on antimicrobial susceptibility. The potential of five  C. jejuni  isolates from different origin (poultry, water, and human) to form biofilms on MPs over time (24 h, 48 h, and 72 h) was evaluated using traditional culture-dependent methods, including the reference strain  C. jejuni  subsp.  jejuni  strain NCTC 11168. The effect of MPs on the antimicrobial susceptibility of  C. jejuni  cells detached from MP-associated biofilms was also assessed using Etest strips. To comprehensively understand the interactions between the MPs and the bacteria, whole-genome sequencing was performed to explore the presence of adherence and biofilm-associated genes, as well as antibiotic resistance genes. The strains rapidly colonized the MPs within 24 h, exhibiting varying attachment densities over time ranging from 1.09 to 5.78 log CFU/MP, with strain NCTC 11168 identified as the strongest biofilm former overall. Furthermore, the abundance of adherence and biofilm formation genes was consistent with their abilities to form biofilm on MPs. The gene  peb3  played a critical role in determining biofilm formation levels on MPs, while specific combinations of  capA ,  capB ,  cj1725 , and  porA  were linked to enhanced biofilm development. Similarly, the presence of antibiotic resistance determinants aligned with the phenotypic resistance, and only one strain (ST-6209/CC464) exhibited resistance to ciprofloxacin, nalidixic acid, and tetracycline. Notably, antimicrobial susceptibility of cells detached from MP-biofilms was increased by up to 4.6 log 2 -fold compared to planktonic counterparts. The findin"
PMC12814592,"Lung retention, distribution and persistence of polymer particles in rats exposed via inhalation","Emanoela Thá, Lan Ma-Hock, Markus Rueckel, Till Gruendling, Wendel Wohlleben, Bernd Reck, Robert Landsiedel",10.1186/s12989-025-00655-4,2026-01-17,2026,"Microplastics have been repeatedly detected in the human body, yet uncertainties surround their bioavailability and fate due to experimental challenges and limitations, especially regarding their nano-sized counterparts. Knowing that toxicokinetics information is essential for accurate risk assessment and management, this research aimed to (1) evaluate different sample preparation and quantification methods for nanoplastics particles in mammalian tissue, and (2) investigate the lung retention, bioavailability and fate of these particles. In this study, rats inhaled aerosols with up to 50 mg/m 3  of Nile Red-labeled polystyrene (PS-NR) or unlabeled polyamide particles (PA-6) particles for 28 days. The tissues were analyzed for the presence of polymer particles. PS-NR were quantified in formalin-fixed tissue by confocal fluorescence laser microscopy with semi-automatic imaging analysis, and PA-6 particles were quantified in dried tissues by pyrolysis-gas chromatography-mass spectrometry (Py-GC/MS). PA-6 deposition was detected and quantified in lung and lymph nodes. Deposition of PS-NR was quantified in lungs and lung-draining lymph nodes, but no particles were detected in the liver, spleen, and kidneys. The lung burdens and translocation to the draining lymph nodes were similar for both particles, and particles were still detectable after the end of the exposure periods (five weeks for PS-NR and 13 weeks for PA-6). This work highlights limitations and applicability of the various methods for sample preparation, detecting and quantifying polymer particles in mammalian tissues. In addition, it provides reliable data on the internal dose of inhaled polymer particles. The online version contains supplementary material available at 10.1186/s12989-025-00655-4."
PMC12823787,Nanoplastics trigger glial–neuronal collagen signaling miscommunication to exacerbate cognitive impairment in Alzheimer's disease,"Yizhou Zhong, Bingchi Fan, Xiaohong Yang, Yuji Huang, Boxuan Liang, Zhiming Li, Xiaohu Ren, Hongyi Xian, Yanhong Deng, Yu Feng, Ruobing Bai, Xiyun Huang, Xiaoqing Chen, Hao Li, Shiyue Tang, Lichun Ma, Chen Yang, Jianjun Liu, Xifei Yang, Xingfen Yang, Zhenlie Huang",10.1002/alz.71096,2026-01-21,2026,"Alzheimer's disease (AD) is a progressive neurodegenerative disorder with limited treatments and poorly defined environmental risks. Micro‐ and nanoplastics (MNPs) are widespread pollutants linked to neurotoxicity, but their role in AD remains unclear. We investigated the effects of 90‐day intragastric exposure to polystyrene nanoplastics (PS‐NPs) in amyloid precursor protein/presenilin 1 (APP/PS1) mice using behavioral tests, brain imaging, histopathology, and cell‐type‐resolved proteomics. PS‐NPs exacerbated cognitive deficits and hippocampal damage in APP/PS1 mice. Proteomic and CellChat analyses revealed PS‐NPs enhanced neuroglial communication through the collagen–integrin axis. In vitro triculture demonstrated that PS‐NPs strengthened collagen‐mediated astrocyte–microglia–neuron signaling, whereas in vivo blockade with TC‐I 15 suppressed collagen activation and improved cognition in PS‐NP‐exposed APP/PS1 mice. Single‐nucleus RNA sequencing of human AD brains validated conserved activation of collagen signaling. Our findings highlight that PS‐NPs exacerbate cognitive impairment in AD by driving collagen‐dependent neuroglial dysfunction, establishing MNPs as modifiable environmental risk factors. MNPs act as environmental risk factors that worsen cognitive impairment in AD. PS‐NPs trigger glial–neuronal communication via the collagen–integrin axis in AD. PS‐NP‐induced astrocyte‐ and microglia‐derived collagen, driving neurotoxicity in AD. TC‐I 15 blocked collagen signaling and rescued cognition in PS‐NP‐exposed AD mice. Collagen signaling was upregulated in human AD brains, confirming disease relevance."
PMC12825150,"Mechanically Recycled
Textiles: A Source of Microplastic
Fiber Emissions","Maria Persson, Juliana Aristéia de Lima, Nawar Kadi, Nils-Krister Persson",10.1021/acs.est.5c14973,2026-01-07,2026,"Our research found that the shedding of microplastic
fibers (MPFs)
from textiles is exacerbated by repeated mechanical recycling, raising
environmental concerns as the use of recycled fibers increases in
industry. This study examined MPF release from fabrics containing
30% mechanically recycled polyester fibers subjected to one, two,
or three recycling cycles, compared to primary (virgin) polyester
(PES). Shedding was assessed under both simulated wear and laundering
conditions using Martindale, ICI Pilling Box, and ISO 4484–1:2023
(microplastic from textile sources) protocols. Laundering tests showed
no clear difference in MPF release between primary PES and once-recycled
PES (rPES-1; ∼ 1.4-fold). In contrast, fabrics with fibers
recycled twice (rPES-2) and three times (rPES-3) released about 4.3-fold
and 6.2-fold more MPFs than PES, respectively. Fiber release was different
under dry-state abrasion than in laundry tests, highlighting the limitations
of current wet-state focused assessments. Progressive fiber fragmentation
and increased yarn hairiness suggest cumulative structural degradation
with each recycling cycle. These findings underscore the need for
standardized dry-state shedding assessments and improved recycling
strategies to mitigate MPF emissions. While mechanical recycling remains
environmentally preferable to uncontrolled disposal, these findings
reveal a trade-off in the form of increased MPF release after multiple
recycling cycles, which could be mitigated through improved recycling
processes and fabric design. Achieving a balance between textile circularity
and environmental sustainability remains a critical challenge for
the industry."
PMC12830295,Nanoplastics amplify 6PPD ocular toxicity in zebrafish,"Jian Lin, Dongliang Pan, Xingxing Chen, Minyan Xu, Yangfan Zhu, Yi Zheng, Yang Song, Jiangfei Chen",10.1016/j.ese.2026.100657,2026-01-08,2026,"Nanoplastics and tire-derived chemicals are ubiquitous co-pollutants in aquatic environments, originating from road runoff and posing potential risks to vertebrate development through enhanced bioavailability and synergistic toxicity. Polystyrene nanoplastics (PS) can adsorb hydrophobic organics like the antioxidant N-(1,3-dimethylbutyl)-N'-phenyl-p-phenylenediamine (6PPD), acting as vectors that increase tissue accumulation and exacerbate oxidative stress, while 6PPD alone disrupts mitochondrial function and induces sublethal effects in exposed organisms. The vertebrate eye, with its direct environmental exposure and sensitive neural structures, is particularly vulnerable, yet the combined impact of PS and 6PPD on visual morphogenesis remains underexplored. Here we show that co-exposure to environmentally relevant concentrations of PS (1 mg L −1 ) and 6PPD (0.1–0.8 mg L −1 ) markedly potentiates ocular toxicity compared to individual exposures, manifesting as myopia-like malformations, increased cell death, and impaired phototaxis. We integrated phenotypic, histological, and multi-omics analyses using zebrafish embryos as a model. Our results show PS-enhanced bioaccumulation of 6PPD in ocular tissues, leading to severe lens and retinal damage, aberrant vascularization, disrupted myelination, and dysregulated pathways including serine proteolysis, retinoic acid metabolism, and ferroptosis-linked oxidative stress. These findings demonstrate nanoplastic-chemical interactions as an emerging threat to aquatic visual function, with implications for survival behaviors and broader ecosystem health under pervasive pollution."
PMC12835264,A conceptual enzyme-cell therapy model to aid microplastic clearance from the vitreous humor,"Peter R. Corridon, Meera Almansoori, Sara Alshamsi, Shaikha Almazrouei, Raffaello Papadakis",10.3389/fbioe.2025.1700608,2026-01-13,2026,"Ultrafine plastic microparticles have been detected in ocular compartments, raising concern about their role in degenerative eye diseases. Nevertheless, significant efforts are required to elucidate the underlying pathophysiological mechanisms that govern their accumulation and persistence. Among the various ocular compartments, the vitreous humor (VH) is particularly susceptible due to its immune privilege and limited clearance capacity. In this conceptual study, we propose turning these physiological constraints into a therapeutic opportunity. We outline potential mechanistic routes through which ultrafine particles infiltrate and accumulate within the VH, contributing to tissue degradation, and simultaneously introduce a novel injectable enzyme-cell therapeutic model designed to mitigate and reverse these effects. The proposed injectable platform employs postmortem-derived VH as a biomimetic vehicle incorporating polyethylene terephthalate (PET)-degrading enzymes (e.g., mPETase) and genetically engineered hyalocytes expressing mono(2-hydroxyethyl) terephthalate hydrolase (MHETase), terephthalic acid dioxygenase (TPADO), and glycol oxidase (GOx). These enzymes collectively catalyze the breakdown of PET into benign metabolites, facilitating localized detoxification, while the VH-based hydrogel scaffold supports the  in situ  ocular structural reconstitution. Hyalocytes further enhance matrix integration and phagocytic clearance. This work presents a conceptual framework rather than experiential validation, defining a multimodal strategy that may serve as a foundation for future therapies aimed at combating ocular plastic toxicity and informing broader regenerative approaches to microplastic detoxification in immune-privileged tissues."
PMC12837483,Polystyrene Nanoplastic Exposure Causes Reprogramming of Anti-Oxidative Genes  Hmox1  and  Sod3  by Inhibiting Nuclear Receptor RORγ in the Mouse Liver,"Pingyun Ding, Madesh Muniyappan, Chuyang Zhu, Chenhui Li, Saber Y. Adam, Yu Wang, Thobela Louis Tyasi, Peng Yuan, Ping Hu, Haoyu Liu, Demin Cai",10.3390/biology15020135,2026-01-13,2026,"Polystyrene nanoplastics (NPs) are emerging environmental contaminants that may pose serious health hazards to human health. There is a remarkable lack of comparable research in mammalian models, although systemic toxicity studies have been carried out on a variety of aquatic species and poultry. This study investigated organ damage caused by NPs in mice through a comprehensive examination of biological parameters. The current work also demonstrates that PS-NPs cause oxidative stress in mice’s livers by altering levels of Hmox1 and Sod3 through histone modifications and nuclear receptor RORγ regulation. The findings of the study provide a comprehensive theoretical basis for the toxicity of PS-NPs and a potential therapy avenue for PS-NP-induced health damage."
